Age,Gender,Income,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Loan_Amount,Loan_Tenure,Existing_Customer,State,City,LTV_Ratio,Employment_Profile,Profile_Score,Occupation
65,Male,118000,798,216,9,150000,197,Yes,Tamil Nadu,Chennai,85.5005233699803,Student,98,Student
29,Male,35000,708,133,7,135646,199,Yes,Maharashtra,Nagpur,77.0038344936988,Salaried,100,Doctor
50,Female,34000,532,111,4,31830,69,No,Kerala,Kochi,95,Salaried,68,Banker
40,Female,72000,669,147,6,131003,150,Yes,Rajasthan,Udaipur,61.5937111185774,Self-Employed,100,Shopkeeper
60,Female,55000,621,12,5,150000,307,No,Gujarat,Surat,60.6031043585421,Salaried,100,Software Engineer
27,Male,53000,538,110,4,121844,24,No,Maharashtra,Mumbai,89.1983371310671,Salaried,92,Banker
37,Female,97000,472,322,3,94308,98,No,Rajasthan,Udaipur,95,Self-Employed,47,Contractor
36,Female,57000,769,225,8,110789,73,Yes,Kerala,Kochi,40,Unemployed,91,NA
57,Other,160000,401,166,1,150000,35,No,West Bengal,Dhulagori,78.262608567952,Salaried,56,Doctor
35,Female,89000,635,350,6,150000,215,No,Kerala,Kochi,82.6039371036966,Self-Employed,76,Farmer
38,Female,64000,850,607,10,96265,204,Yes,Karnataka,Bengaluru,41.5634889101994,Salaried,94,Banker
23,Male,64000,677,215,6,144043,253,Yes,Maharashtra,Mumbai,84.7587751985068,Self-Employed,76,Shopkeeper
69,Female,67000,781,129,8,150000,233,Yes,Gujarat,Ahmedabad,40,Self-Employed,100,Shopkeeper
39,Female,70000,489,371,3,150000,38,No,Maharashtra,Pune,66.3735969440531,Self-Employed,71,Shopkeeper
27,Female,75000,505,311,3,129686,52,No,Uttar Pradesh,Manjari,56.1876118259182,Salaried,99,Civil Servant
26,Female,24000,344,321,0,121939,61,No,Delhi,New Delhi,95,Self-Employed,41,Business Owner
57,Female,134000,473,585,3,91607,86,No,Tamil Nadu,Chennai,91.8290502743309,Self-Employed,33,Business Owner
49,Male,90000,464,335,2,139341,87,No,Karnataka,Mysuru,95,Salaried,40,Software Engineer
27,Male,77000,485,124,3,134556,57,No,Tamil Nadu,Chennai,75.7344321300547,Salaried,71,Doctor
57,Male,167000,531,59,4,103653,118,No,Uttar Pradesh,Lucknow,66.2659170524555,Salaried,100,Software Engineer
51,Male,151000,831,253,9,150000,67,Yes,Gujarat,Ahmedabad,63.3972259267655,Self-Employed,100,Farmer
60,Male,69000,783,189,8,49298,208,Yes,Tamil Nadu,Chennai,40,Student,100,Student
37,Male,36000,536,383,4,128279,70,No,Tamil Nadu,Nellikuppam,87.9538238431044,Salaried,83,Banker
36,Male,97000,320,568,0,118931,43,No,Kerala,Thiruvananthapuram,70.4218369375692,Salaried,69,Teacher
47,Female,33000,415,197,2,150000,73,No,Kerala,Thiruvananthapuram,58.8468345627948,Salaried,77,Teacher
33,Female,65000,510,338,3,125719,60,No,Uttar Pradesh,Lucknow,82.3857624357545,Self-Employed,51,Business Owner
47,Male,23000,540,499,4,47701,41,No,Karnataka,Bengaluru,71.2364824560169,Self-Employed,75,Business Owner
25,Male,38000,573,576,4,20332,52,No,Uttar Pradesh,Lucknow,95,Salaried,90,Banker
53,Female,92000,779,326,8,82428,81,Yes,Karnataka,Mysuru,51.7116059408166,Freelancer,100,Photographer
63,Male,55000,613,241,5,144720,203,No,Maharashtra,Nagpur,51.9061348328068,Self-Employed,100,Shopkeeper
19,Male,56000,698,152,7,76497,101,Yes,Tamil Nadu,Coimbatore,60.171572257141,Salaried,91,Banker
37,Male,66000,614,519,5,117289,116,No,Karnataka,Mysuru,74.9310186543213,Unemployed,98,NA
66,Male,148000,850,345,10,127714,184,Yes,Delhi,New Delhi,63.647295700292,Student,100,Student
46,Male,63000,324,255,0,100002,89,No,Kerala,Kochi,95,Self-Employed,19,Contractor
58,Female,132000,747,148,8,149400,156,Yes,Tamil Nadu,Chennai,77.5490422192077,Salaried,90,Civil Servant
21,Female,48000,576,511,5,119339,45,No,Gujarat,Surat,80.2342332512667,Salaried,76,Software Engineer
24,Female,54000,354,440,0,146842,56,No,Tamil Nadu,Coimbatore,64.6836695150225,Student,34,Student
55,Male,46000,686,6,7,119538,102,Yes,West Bengal,Kolkata,52.4199898209914,Salaried,100,Teacher
57,Male,168000,486,408,3,150000,78,No,Delhi,New Delhi,61.5762213213539,Salaried,73,Software Engineer
50,Female,46000,370,393,1,30608,79,No,Uttar Pradesh,Dhulagori,87.7933468759449,Self-Employed,43,Farmer
55,Female,56000,318,575,0,150000,31,No,Kerala,Thiruvananthapuram,53.3623030919395,Self-Employed,75,Shopkeeper
61,Other,102000,584,302,5,86450,13,No,Rajasthan,Jaipur,95,Self-Employed,68,Contractor
67,Male,123000,581,69,5,150000,44,No,Delhi,New Delhi,93.8535720964438,Self-Employed,71,Shopkeeper
69,Male,188000,828,427,9,120739,77,Yes,Maharashtra,Dhulagori,81.0283497175813,Salaried,94,Software Engineer
70,Female,113000,847,585,9,150000,325,Yes,Kerala,Kochi,50.5141424525372,Salaried,100,Software Engineer
68,Male,149000,604,94,5,150000,300,No,Gujarat,Surat,70.7444478937652,Self-Employed,78,Contractor
28,Female,33000,823,329,9,144669,272,Yes,West Bengal,Manjari,59.9639112826976,Freelancer,95,Writer
30,Female,85000,346,460,0,150000,15,No,Telangana,Hyderabad,60.2496423882256,Salaried,58,Teacher
62,Male,168000,850,142,10,71020,243,Yes,Tamil Nadu,Chennai,50.8886332561462,Salaried,100,Banker
38,Male,32000,300,252,0,71340,43,No,Karnataka,Mysuru,89.9939239322911,Self-Employed,35,Farmer
62,Male,68000,676,531,6,135102,161,Yes,Uttar Pradesh,Lucknow,70.0332025124197,Salaried,100,Civil Servant
50,Female,43000,850,13,10,96290,303,Yes,Telangana,Hyderabad,50.7724874378495,Salaried,100,Civil Servant
25,Male,51000,639,80,6,90972,67,No,West Bengal,Channarayapatna,95,Salaried,75,Banker
46,Female,124000,800,270,9,69021,117,Yes,Kerala,Thiruvananthapuram,57.4050079158754,Freelancer,100,Photographer
40,Female,58000,461,463,2,150000,27,No,Uttar Pradesh,Lucknow,52.2290070918976,Salaried,86,Banker
44,Female,103000,850,314,10,150000,339,Yes,Uttar Pradesh,Kanpur,66.8286197009676,Salaried,100,Software Engineer
43,Female,26000,478,369,3,115372,108,No,Tamil Nadu,Chennai,54.2260938294376,Self-Employed,84,Farmer
49,Male,100000,385,525,1,70798,33,No,Maharashtra,Mumbai,84.3272780082724,Salaried,47,Banker
57,Other,40000,715,175,7,48260,154,Yes,West Bengal,Kolkata,50.5896284977206,Unemployed,100,NA
44,Male,60000,436,79,2,80263,72,No,West Bengal,Kolkata,85.703608695748,Self-Employed,52,Business Owner
34,Female,50000,742,324,8,80425,186,Yes,Tamil Nadu,Chennai,45.3589347959409,Self-Employed,97,Shopkeeper
46,Male,59000,391,460,1,35481,24,No,Telangana,Hyderabad,76.5792843086765,Salaried,76,Banker
61,Other,123000,493,434,3,150000,50,No,Rajasthan,Udaipur,95,Student,59,Student
39,Female,57000,378,119,1,51244,101,No,Uttar Pradesh,Kanpur,69.4528862695566,Self-Employed,54,Farmer
33,Male,80000,740,271,8,128118,89,Yes,Uttar Pradesh,Kanpur,62.6454384619138,Self-Employed,98,Business Owner
57,Female,35000,577,339,5,90469,51,No,Karnataka,Mysuru,71.7449072502246,Student,95,Student
28,Male,82000,455,374,2,150000,77,No,Rajasthan,Channarayapatna,50.030841707635,Salaried,90,Civil Servant
50,Male,50000,409,88,1,68965,76,No,Tamil Nadu,Coimbatore,68.350552651592,Freelancer,49,Writer
20,Female,28000,649,436,6,79369,332,No,Delhi,New Delhi,62.0483165627457,Salaried,100,Doctor
34,Male,54000,598,281,5,150000,79,No,Gujarat,Ahmedabad,95,Unemployed,71,NA
24,Male,33000,568,150,4,91109,44,No,Gujarat,Manjari,74.5228478471482,Self-Employed,66,Contractor
52,Male,123000,690,495,7,135507,231,Yes,Uttar Pradesh,Lucknow,72.0795459384576,Self-Employed,100,Business Owner
41,Male,75000,590,529,5,103937,56,No,Kerala,Thiruvananthapuram,85.2186739696508,Self-Employed,69,Contractor
70,Male,208000,633,512,6,150000,106,No,West Bengal,Kolkata,94.6670658262029,Student,55,Student
50,Male,52000,563,293,4,108407,31,No,Kerala,Thiruvananthapuram,77.8865002823801,Salaried,97,Teacher
30,Male,34000,767,353,8,30219,128,Yes,Rajasthan,Bishanpura,59.8281375999828,Self-Employed,100,Contractor
40,Male,31000,518,132,3,118062,35,No,Telangana,Hyderabad,95,Salaried,84,Civil Servant
20,Female,23000,598,189,5,57024,80,No,Uttar Pradesh,Lucknow,59.4909753180746,Self-Employed,91,Contractor
57,Male,102000,668,107,6,150000,316,Yes,Karnataka,Bengaluru,51.6850832346303,Salaried,100,Software Engineer
27,Female,73000,489,429,3,91269,55,No,Maharashtra,Mumbai,54.1447255909953,Student,70,Student
33,Male,85000,674,396,6,150000,167,Yes,Karnataka,Mysuru,74.1700841648607,Freelancer,100,Graphic Designer
59,Female,134000,544,356,4,122074,26,No,Karnataka,Bengaluru,92.6386744613398,Salaried,62,Software Engineer
40,Female,110000,505,92,3,74305,87,No,Telangana,Hyderabad,73.8798876264758,Self-Employed,68,Farmer
61,Female,136000,770,168,8,150000,225,Yes,Tamil Nadu,Coimbatore,41.7659135771786,Unemployed,92,NA
26,Male,60000,443,433,2,128530,12,No,Kerala,Thiruvananthapuram,87.9766977620534,Self-Employed,60,Shopkeeper
44,Male,114000,588,370,5,105268,13,No,Telangana,Hyderabad,57.2965274572525,Salaried,100,Civil Servant
47,Male,113000,850,458,10,127182,343,Yes,Delhi,New Delhi,64.8865260849894,Salaried,100,Doctor
67,Female,165000,395,599,1,150000,86,No,Uttar Pradesh,Lucknow,95,Salaried,51,Software Engineer
49,Male,76000,533,149,4,55451,57,No,Karnataka,Mysuru,95,Salaried,77,Banker
66,Female,164000,535,521,4,89693,68,No,Gujarat,Bishanpura,67.8120856015487,Self-Employed,98,Shopkeeper
31,Male,28000,638,166,6,124887,285,No,Delhi,New Delhi,95,Salaried,83,Teacher
52,Female,142000,526,194,4,91596,65,No,Karnataka,Bengaluru,95,Salaried,76,Banker
22,Male,16000,345,362,0,70108,12,No,Gujarat,Surat,95,Unemployed,14,NA
41,Male,105000,577,18,5,150000,48,No,Kerala,Thiruvananthapuram,89.3631586252011,Freelancer,53,Photographer
25,Female,15000,485,90,3,15401,93,No,Karnataka,Mysuru,83.5503873295932,Salaried,62,Software Engineer
52,Male,66000,746,568,8,119261,245,Yes,Rajasthan,Dhulagori,68.8176580593671,Self-Employed,90,Contractor
28,Female,58000,650,328,6,86027,188,No,Rajasthan,Jaipur,93.3247891568996,Unemployed,67,NA
58,Male,37000,751,384,8,102372,289,Yes,West Bengal,Kolkata,73.0492914643176,Self-Employed,100,Business Owner
48,Male,67000,471,535,3,120159,88,No,Maharashtra,Pune,81.4528734232667,Self-Employed,68,Business Owner
37,Male,84000,345,265,0,54355,104,No,Rajasthan,Udaipur,95,Freelancer,9,Photographer
35,Male,64000,636,77,6,115193,80,No,West Bengal,Nellikuppam,60.4587489412792,Self-Employed,100,Business Owner
27,Male,37000,674,494,6,98803,67,Yes,Kerala,Kochi,53.2498879035845,Salaried,93,Software Engineer
27,Female,54000,313,431,0,106134,39,No,Rajasthan,Bishanpura,76.6648407571606,Salaried,51,Teacher
63,Female,101000,850,227,10,109375,168,Yes,Telangana,Hyderabad,52.6114829271143,Self-Employed,90,Farmer
62,Male,149000,422,496,2,150000,116,No,Karnataka,Mysuru,71.6028646544099,Salaried,80,Doctor
46,Female,61000,627,33,5,121375,345,No,Tamil Nadu,Chennai,63.9020166972158,Salaried,100,Teacher
61,Female,105000,554,518,4,150000,41,No,Uttar Pradesh,Lucknow,73.022514327145,Self-Employed,93,Shopkeeper
45,Female,114000,750,141,8,150000,348,Yes,Karnataka,Mysuru,69.5936329507448,Salaried,100,Banker
31,Female,41000,300,381,0,24612,102,No,Karnataka,Bengaluru,95,Self-Employed,11,Farmer
18,Female,45000,515,304,3,102765,31,No,Delhi,New Delhi,95,Self-Employed,68,Contractor
57,Female,69000,406,121,1,145610,62,No,Maharashtra,Pune,80.5769148552393,Salaried,50,Doctor
57,Male,66000,333,207,0,83608,51,No,Rajasthan,Jaipur,90.1316023922144,Student,9,Student
38,Female,44000,733,500,7,150000,270,Yes,Karnataka,Mysuru,66.6675883321999,Unemployed,92,NA
63,Male,131000,510,451,3,150000,62,No,Rajasthan,Udaipur,53.5091672551799,Self-Employed,78,Business Owner
42,Male,40000,620,310,5,53638,274,No,Gujarat,Surat,60.0879895603121,Salaried,92,Teacher
62,Female,69000,850,29,10,145914,342,Yes,Maharashtra,Mumbai,40,Salaried,100,Banker
44,Female,98000,661,423,6,143511,276,Yes,West Bengal,Kolkata,78.5519260470232,Student,71,Student
31,Male,85000,676,607,6,94623,212,Yes,Maharashtra,Nagpur,53.2172173196023,Salaried,91,Software Engineer
23,Female,34000,849,22,9,144151,281,Yes,Delhi,New Delhi,73.8112341405466,Salaried,100,Teacher
24,Male,35000,312,541,0,29336,115,No,Telangana,Hyderabad,77.5424363492343,Self-Employed,44,Contractor
25,Male,17000,364,351,1,82131,43,No,Maharashtra,Mumbai,80.6060048257947,Student,34,Student
31,Male,54000,735,266,7,122232,79,Yes,Kerala,Kochi,71.2931538124413,Salaried,100,Teacher
38,Male,68000,372,580,1,56203,98,No,Telangana,Hyderabad,50.2817381035327,Self-Employed,74,Shopkeeper
31,Female,29000,300,566,0,73431,105,No,Tamil Nadu,Bishanpura,61.3655294392608,Self-Employed,64,Farmer
58,Female,80000,792,130,8,92862,266,Yes,Maharashtra,Nagpur,61.1827671072284,Self-Employed,100,Farmer
41,Male,85000,581,196,5,150000,18,No,Tamil Nadu,Coimbatore,94.4383339579144,Salaried,65,Doctor
46,Other,129000,523,407,4,77171,83,No,Telangana,Nellikuppam,51.6096514846765,Self-Employed,92,Shopkeeper
60,Male,120000,848,373,9,112254,358,Yes,Karnataka,Mysuru,49.2576983079635,Self-Employed,100,Business Owner
23,Male,25000,387,198,1,14172,90,No,Karnataka,Mysuru,93.9398838309122,Self-Employed,37,Shopkeeper
20,Male,19000,428,317,2,13742,74,No,West Bengal,Kolkata,68.4810368197598,Self-Employed,70,Contractor
36,Other,20000,665,90,6,92223,290,Yes,Gujarat,Surat,61.9076998347697,Self-Employed,92,Shopkeeper
64,Male,97000,635,566,6,103918,274,No,Gujarat,Surat,95,Self-Employed,69,Business Owner
52,Male,118000,850,294,10,130021,253,Yes,Delhi,New Delhi,40,Self-Employed,95,Shopkeeper
36,Female,79000,769,105,8,69786,116,Yes,Uttar Pradesh,Manjari,40,Salaried,92,Teacher
24,Other,17000,404,219,1,72764,97,No,Kerala,Thiruvananthapuram,73.9057987978061,Student,61,Student
51,Male,66000,774,320,8,63446,263,Yes,Delhi,Dhulagori,43.0199785095036,Salaried,99,Doctor
39,Other,79000,572,121,4,107169,61,No,Maharashtra,Nagpur,53.1574220916977,Salaried,100,Doctor
50,Female,36000,300,161,0,116035,47,No,Uttar Pradesh,Kanpur,95,Salaried,21,Software Engineer
61,Male,79000,539,596,4,63908,112,No,Delhi,New Delhi,84.4011765469624,Salaried,88,Doctor
53,Male,114000,734,585,7,141688,92,Yes,Kerala,Dhulagori,81.2731891985783,Salaried,93,Civil Servant
31,Male,42000,368,293,1,106619,29,No,Tamil Nadu,Coimbatore,85.1230450266166,Self-Employed,49,Farmer
34,Male,60000,591,405,5,65958,16,No,Telangana,Hyderabad,74.5579982081293,Salaried,90,Civil Servant
29,Male,51000,532,403,4,103566,18,No,Uttar Pradesh,Kanpur,65.8970394338728,Self-Employed,66,Farmer
22,Male,60000,616,574,5,68602,304,No,Rajasthan,Jaipur,95,Freelancer,74,Independent Consultant
18,Male,17000,691,102,7,17867,148,Yes,Kerala,Thiruvananthapuram,73.1259960700233,Student,92,Student
43,Female,105000,795,567,9,150000,249,Yes,Uttar Pradesh,Channarayapatna,61.3219607420649,Salaried,100,Teacher
37,Male,91000,554,222,4,150000,45,No,Tamil Nadu,Coimbatore,82.9208726408642,Freelancer,84,Graphic Designer
37,Male,64000,488,578,3,150000,110,No,Karnataka,Bengaluru,55.8341366242158,Student,85,Student
66,Other,193000,502,139,3,113821,85,No,Rajasthan,Jaipur,52.5947756571638,Salaried,91,Doctor
51,Female,116000,735,443,7,95353,136,Yes,West Bengal,Kolkata,40,Salaried,100,Civil Servant
68,Female,70000,761,56,8,150000,208,Yes,Rajasthan,Udaipur,52.3138593674283,Student,100,Student
56,Female,50000,610,515,5,137504,214,No,Delhi,Dhulagori,55.5189382900303,Salaried,100,Teacher
67,Male,51000,300,404,0,121075,19,No,Telangana,Hyderabad,67.9585491289712,Unemployed,23,NA
26,Female,76000,850,473,10,67305,240,Yes,Maharashtra,Nagpur,80.6437946822498,Salaried,100,Teacher
59,Male,45000,410,425,2,117507,33,No,Maharashtra,Nagpur,75.6989690014981,Self-Employed,61,Contractor
34,Other,86000,723,288,7,77552,144,Yes,Maharashtra,Nagpur,42.9512329478268,Salaried,100,Doctor
63,Male,110000,590,99,5,150000,93,No,Delhi,New Delhi,95,Self-Employed,58,Shopkeeper
61,Female,142000,688,277,7,150000,192,Yes,West Bengal,Kolkata,51.3217963144967,Salaried,100,Banker
51,Other,127000,379,563,1,70287,41,No,Kerala,Thiruvananthapuram,86.0050662809198,Salaried,66,Software Engineer
48,Male,105000,823,138,9,113188,195,Yes,Uttar Pradesh,Lucknow,66.8619528167462,Salaried,100,Software Engineer
64,Male,123000,383,578,1,133723,52,No,Delhi,New Delhi,89.0549105917226,Self-Employed,49,Shopkeeper
66,Male,192000,850,238,10,150000,207,Yes,Rajasthan,Udaipur,74.7724738049631,Salaried,100,Teacher
63,Male,131000,571,132,4,70792,110,No,Karnataka,Bengaluru,90.9067919246012,Self-Employed,52,Contractor
60,Male,53000,691,119,7,127851,176,Yes,Karnataka,Bengaluru,73.5279288734642,Self-Employed,91,Contractor
62,Female,165000,671,77,6,118930,152,Yes,Karnataka,Bengaluru,85.6409251036368,Student,95,Student
34,Female,44000,323,169,0,59307,101,No,Delhi,New Delhi,89.9213446734542,Salaried,45,Banker
26,Male,43000,395,445,1,150000,113,No,Maharashtra,Nagpur,95,Salaried,54,Software Engineer
27,Male,74000,527,459,4,74515,74,No,Kerala,Thiruvananthapuram,95,Salaried,81,Civil Servant
70,Male,184000,704,317,7,150000,222,Yes,Kerala,Dhulagori,79.8453626809004,Salaried,99,Teacher
70,Male,205000,729,102,7,73143,188,Yes,Gujarat,Ahmedabad,42.3563488064894,Unemployed,100,NA
43,Male,25000,562,415,4,50063,32,No,Tamil Nadu,Coimbatore,62.1146752688405,Unemployed,66,NA
59,Female,153000,779,333,8,71215,225,Yes,Karnataka,Mysuru,40,Salaried,96,Banker
27,Female,80000,300,197,0,45725,65,No,Karnataka,Bengaluru,74.7740150925767,Salaried,60,Software Engineer
31,Female,22000,496,125,3,110208,105,No,Kerala,Nellikuppam,67.6281761024141,Salaried,87,Banker
26,Female,31000,537,34,4,115108,109,No,Tamil Nadu,Chennai,95,Unemployed,33,NA
38,Male,32000,300,252,0,71340,43,No,Karnataka,Mysuru,89.9939239322911,Self-Employed,35,Farmer
32,Male,88000,624,400,5,112912,239,No,Uttar Pradesh,Kanpur,58.0301732089109,Self-Employed,90,Shopkeeper
52,Female,150000,462,516,2,67820,76,No,Telangana,Channarayapatna,73.5616749934922,Salaried,94,Software Engineer
36,Male,31000,692,70,7,95376,159,Yes,Kerala,Thiruvananthapuram,63.7104697674166,Self-Employed,100,Business Owner
61,Male,56000,532,32,4,110355,51,No,Karnataka,Bengaluru,52.179159099768,Salaried,90,Civil Servant
54,Male,126000,751,233,8,109830,182,Yes,Kerala,Kochi,74.4965009760811,Salaried,100,Civil Servant
44,Female,55000,555,589,4,102402,18,No,Kerala,Thiruvananthapuram,95,Self-Employed,71,Business Owner
55,Female,96000,550,29,4,150000,119,No,Rajasthan,Jaipur,50.5981446490957,Student,82,Student
61,Female,179000,527,245,4,150000,90,No,Uttar Pradesh,Nellikuppam,79.929047475419,Salaried,83,Doctor
44,Female,41000,709,445,7,26995,162,Yes,West Bengal,Channarayapatna,67.2844179992065,Self-Employed,100,Farmer
35,Male,20000,489,367,3,16674,67,No,Delhi,Dhulagori,84.282569184348,Salaried,89,Banker
36,Female,68000,300,267,0,109729,118,No,West Bengal,Kolkata,87.9682007179299,Self-Employed,27,Shopkeeper
31,Male,15000,300,510,0,72234,104,No,Maharashtra,Pune,62.3949930085086,Self-Employed,30,Contractor
31,Male,54000,644,462,6,149635,130,No,Rajasthan,Nellikuppam,86.1331525093834,Self-Employed,86,Business Owner
22,Male,11000,575,86,5,34492,12,No,Telangana,Hyderabad,93.3204644184628,Salaried,73,Doctor
61,Female,133000,850,325,10,150000,83,Yes,Gujarat,Channarayapatna,40,Self-Employed,95,Business Owner
29,Female,40000,300,325,0,134835,40,No,Rajasthan,Udaipur,95,Student,0,Student
30,Male,83000,609,409,5,147253,326,No,Karnataka,Mysuru,95,Salaried,86,Doctor
23,Male,56000,415,470,2,137484,109,No,Maharashtra,Nellikuppam,74.9128137164803,Student,30,Student
52,Other,34000,364,228,1,23709,40,No,Maharashtra,Nellikuppam,83.376196583005,Salaried,33,Civil Servant
63,Male,138000,630,54,6,150000,219,No,Kerala,Thiruvananthapuram,61.6582612942307,Salaried,100,Teacher
70,Male,161000,485,352,3,62189,108,No,Maharashtra,Pune,81.1811039466152,Salaried,63,Doctor
53,Female,53000,505,529,3,131134,76,No,Delhi,New Delhi,66.3316535054669,Freelancer,81,Graphic Designer
56,Female,33000,582,483,5,112047,62,No,West Bengal,Channarayapatna,78.0630102455953,Self-Employed,91,Shopkeeper
22,Male,14000,300,298,0,56257,81,No,Maharashtra,Mumbai,65.4521346087961,Freelancer,57,Independent Consultant
70,Female,136000,850,402,10,150000,207,Yes,Tamil Nadu,Chennai,72.6601579482424,Salaried,94,Civil Servant
54,Female,43000,781,71,8,135709,87,Yes,Rajasthan,Udaipur,44.8424190158943,Salaried,96,Software Engineer
70,Female,127000,612,35,5,150000,239,No,Gujarat,Ahmedabad,95,Self-Employed,81,Shopkeeper
39,Male,49000,816,157,9,30580,113,Yes,Karnataka,Bengaluru,40,Self-Employed,100,Contractor
36,Male,44000,433,80,2,61864,95,No,Telangana,Hyderabad,52.0254040878871,Salaried,89,Teacher
66,Female,76000,555,183,4,113114,112,No,Tamil Nadu,Coimbatore,71.6657511706653,Salaried,91,Doctor
48,Female,73000,671,285,6,150000,325,Yes,Tamil Nadu,Coimbatore,91.8829010720821,Salaried,100,Software Engineer
56,Male,111000,397,532,1,61134,82,No,Delhi,New Delhi,59.4804494117899,Salaried,85,Doctor
39,Female,37000,319,215,0,150000,115,No,Uttar Pradesh,Kanpur,70.5926272771598,Salaried,54,Software Engineer
32,Male,88000,377,105,1,77648,65,No,Delhi,Manjari,50.5183297496422,Salaried,99,Software Engineer
49,Female,36000,546,104,4,133040,91,No,Gujarat,Ahmedabad,76.7320796983757,Salaried,91,Teacher
30,Male,86000,522,183,4,150000,111,No,Uttar Pradesh,Manjari,82.0970499733644,Salaried,69,Banker
57,Female,105000,848,592,9,100769,246,Yes,Karnataka,Bengaluru,40,Salaried,100,Teacher
66,Female,79000,477,509,3,114780,95,No,Kerala,Kochi,90.3439334783679,Salaried,74,Teacher
18,Female,32000,316,410,0,81801,70,No,West Bengal,Kolkata,61.7593490342593,Salaried,58,Doctor
23,Male,42000,690,435,7,56652,101,Yes,Rajasthan,Bishanpura,58.9858542826716,Self-Employed,95,Farmer
21,Male,31000,681,438,6,115510,267,Yes,Maharashtra,Pune,87.6966143112519,Unemployed,98,NA
50,Male,49000,632,188,6,39162,209,No,Karnataka,Channarayapatna,64.0295932812689,Freelancer,100,Writer
51,Female,66000,719,284,7,121229,283,Yes,Tamil Nadu,Coimbatore,41.938278440955,Self-Employed,100,Contractor
61,Male,136000,771,458,8,70549,191,Yes,Gujarat,Ahmedabad,73.7969909161008,Freelancer,100,Photographer
39,Other,31000,522,242,4,25222,13,No,Telangana,Hyderabad,63.4879089100684,Salaried,100,Banker
39,Male,43000,482,516,3,61468,64,No,Maharashtra,Mumbai,95,Salaried,42,Doctor
48,Female,37000,834,181,9,92388,164,Yes,Kerala,Bishanpura,82.8442755597658,Salaried,98,Teacher
68,Female,145000,708,327,7,150000,253,Yes,Tamil Nadu,Coimbatore,75.3391302146719,Salaried,100,Banker
64,Male,170000,624,244,5,150000,141,No,Rajasthan,Jaipur,65.0639640049344,Self-Employed,94,Business Owner
32,Male,71000,850,509,10,85919,158,Yes,Uttar Pradesh,Lucknow,80.1140215351478,Self-Employed,99,Business Owner
58,Female,153000,638,387,6,141486,240,No,Delhi,New Delhi,53.4124763264333,Self-Employed,94,Shopkeeper
49,Female,41000,431,108,2,96001,86,No,Karnataka,Bengaluru,95,Salaried,41,Doctor
44,Female,127000,815,125,9,136642,109,Yes,Rajasthan,Udaipur,50.6269832205174,Salaried,95,Software Engineer
34,Male,54000,313,297,0,150000,68,No,Rajasthan,Udaipur,53.5832117209199,Self-Employed,76,Contractor
53,Male,96000,716,372,7,129249,152,Yes,Telangana,Hyderabad,54.4936000925628,Self-Employed,97,Business Owner
42,Female,121000,434,512,2,150000,47,No,Karnataka,Bengaluru,68.2787089165054,Self-Employed,59,Contractor
29,Male,68000,617,341,5,150000,197,No,West Bengal,Kolkata,65.0720573931721,Self-Employed,90,Farmer
25,Female,27000,599,307,5,91718,55,No,West Bengal,Kolkata,85.2934412114102,Salaried,92,Doctor
70,Female,137000,850,391,10,78703,244,Yes,Karnataka,Mysuru,77.7198852608335,Self-Employed,94,Shopkeeper
68,Female,126000,591,336,5,150000,108,No,Uttar Pradesh,Lucknow,88.2829495708334,Salaried,92,Civil Servant
44,Female,70000,595,226,5,93560,76,No,Tamil Nadu,Bishanpura,85.4121444515372,Self-Employed,62,Contractor
25,Female,17000,744,573,8,51218,152,Yes,Uttar Pradesh,Kanpur,41.0339875852695,Self-Employed,91,Business Owner
69,Male,162000,432,590,2,150000,107,No,West Bengal,Kolkata,53.2622438916994,Salaried,96,Banker
68,Male,146000,728,537,7,85039,226,Yes,Uttar Pradesh,Kanpur,82.2217062032251,Self-Employed,100,Business Owner
24,Male,65000,551,152,4,67693,28,No,Uttar Pradesh,Kanpur,71.0195292655983,Freelancer,68,Photographer
18,Male,45000,765,166,8,62244,132,Yes,Rajasthan,Udaipur,40,Salaried,100,Banker
60,Male,137000,378,79,1,150000,117,No,Tamil Nadu,Manjari,78.2880003285836,Self-Employed,63,Shopkeeper
49,Female,142000,807,251,9,52855,142,Yes,Maharashtra,Pune,60.248185357536,Unemployed,100,NA
70,Male,74000,300,605,0,90431,72,No,Telangana,Hyderabad,68.0241794848429,Salaried,43,Civil Servant
31,Male,55000,762,139,8,72173,319,Yes,Rajasthan,Udaipur,56.4493791212896,Salaried,97,Teacher
29,Male,86000,665,329,6,80385,220,Yes,Uttar Pradesh,Lucknow,52.5118184491942,Self-Employed,100,Farmer
60,Male,121000,675,532,6,74889,181,Yes,Maharashtra,Pune,66.3842578242944,Salaried,95,Banker
27,Male,71000,619,16,5,150000,295,No,Tamil Nadu,Chennai,50.4863807502001,Self-Employed,91,Business Owner
18,Female,34000,719,356,7,37775,326,Yes,Kerala,Kochi,73.7704725675734,Self-Employed,90,Shopkeeper
55,Male,115000,416,539,2,127320,82,No,West Bengal,Kolkata,67.3280919423494,Salaried,72,Software Engineer
38,Male,31000,609,526,5,82833,199,No,West Bengal,Nellikuppam,88.1728824748631,Salaried,68,Banker
43,Male,50000,793,187,8,123541,257,Yes,West Bengal,Kolkata,56.6021225110821,Salaried,100,Doctor
